year,gear,tmp,region,len,frac.age,age,lentype
1995,1,2,2,328,6.481603428,6,SL
1995,1,2,2,334,6.642071098,7,SL
1995,1,2,2,283,5.298543286,5,TL
1995,1,2,2,282,5.277214118,5,FL
1995,1,2,2,345,6.993358104,7,FL
1995,1,2,2,328,6.474004688,6,TL
1995,1,2,2,279,5.207425128,5,SL
1995,1,2,2,374,7.989394577,8,SL
1995,1,2,2,303,5.783481557,6,TL
1995,1,2,2,330,6.516205413,7,TL
1995,1,2,2,289,5.447917425,5,FL
1995,1,2,2,324,6.364991348,6,TL
1995,1,2,2,306,5.872423044,6,TL
1995,1,2,2,296,5.60953571,6,TL
1995,1,2,2,326,6.401821133,6,SL
1995,1,2,2,281,5.259931047,5,SL
1995,1,2,2,290,5.472382393,5,FL
1995,1,2,2,346,7.001661398,7,FL
1995,1,2,2,309,5.95104185,6,TL
1995,1,2,2,330,6.535057409,7,SL
1995,1,2,2,325,6.371107695,6,FL
1995,1,2,2,302,5.762568353,6,SL
1995,1,2,2,236,4.30552795,4,SL
1995,1,2,2,353,7.252676746,7,TL
1995,1,2,2,278,5.185758975,5,FL
1995,1,2,2,297,5.645701358,6,SL
1995,1,2,2,309,5.937731797,6,TL
1995,1,2,2,329,6.506477288,7,SL
1995,1,2,2,328,6.458922824,6,SL
1995,2,2,1,349,7.099577107,7,SL
1995,2,2,1,362,7.538738513,8,SL
1995,2,2,1,329,6.499722304,6,TL
1995,2,2,1,376,8.035774632,8,TL
1995,2,2,1,373,7.929445606,8,TL
1995,2,2,1,359,7.43616945,7,SL
1995,2,2,1,369,7.797339094,8,FL
1995,2,2,1,408,9.405556907,9,SL
1995,2,2,1,363,7.572404799,8,FL
1995,2,2,1,410,9.509491584,10,TL
1995,2,2,1,428,10.49141053,10,TL
1995,2,2,1,345,6.981578764,7,SL
1995,2,2,1,417,9.901726659,10,TL
1995,2,2,1,418,9.948894484,10,FL
1995,2,2,1,394,8.801050849,9,FL
1995,2,2,1,350,7.144792866,7,TL
1995,2,2,1,359,7.440429591,7,SL
1995,2,2,1,398,8.955727418,9,SL
1995,2,2,1,362,7.550853922,8,FL
1995,2,2,1,380,8.224241099,8,TL
1995,2,2,1,333,6.602893594,7,SL
1995,2,2,1,371,7.87295037,8,TL
1995,2,2,1,310,5.978650631,6,SL
1995,2,2,1,368,7.739196093,8,FL
1995,2,2,1,354,7.278086594,7,FL
1995,2,2,1,368,7.759720658,8,FL
1995,2,2,1,371,7.861447957,8,FL
1995,2,2,1,347,7.054895179,7,SL
1995,2,2,1,398,8.936723352,9,TL
1995,2,2,1,377,8.102858114,8,SL
1995,2,2,1,352,7.205489553,7,SL
1995,2,2,1,371,7.877937994,8,FL
1995,2,2,1,383,8.330739018,8,SL
1995,2,2,1,369,7.792225983,8,FL
1995,2,2,1,336,6.700887788,7,FL
1995,2,2,1,402,9.118779322,9,TL
1995,2,2,1,344,6.956910802,7,TL
1995,2,2,1,340,6.836771004,7,SL
1995,2,2,1,442,11.35232591,11,FL
1995,2,2,1,367,7.703245075,8,FL
1995,2,2,1,335,6.682777513,7,SL
1995,2,2,1,364,7.608569503,8,TL
1995,2,2,1,420,10.02615745,10,SL
1995,2,2,1,388,8.53490874,9,TL
1995,2,2,1,348,7.088231925,7,TL
1995,2,2,1,352,7.20466896,7,TL
1995,2,2,1,378,8.119990691,8,TL
1995,2,2,1,324,6.361656656,6,SL
1995,2,2,1,328,6.455986981,6,TL
1995,2,2,1,368,7.767535001,8,SL
1995,2,2,2,350,7.13927515,7,SL
1995,2,2,2,370,7.818814967,8,TL
1995,2,2,2,416,9.814225363,10,FL
1995,2,2,2,461,12.86855721,13,SL
1995,2,2,2,415,9.759842343,10,TL
1995,2,2,2,388,8.541776311,9,TL
1995,2,2,2,406,9.314489466,9,SL
1995,2,2,2,420,10.05739721,10,SL
1995,2,2,2,425,10.30393592,10,FL
1995,2,2,2,447,11.76397041,12,SL
1995,2,2,2,446,11.6428055,12,TL
1995,2,2,2,458,12.58653093,13,TL
1995,2,2,2,410,9.53081175,10,FL
1995,2,2,2,450,11.95484462,12,FL
1995,2,2,2,455,12.35900426,12,TL
1995,2,2,2,447,11.71924253,12,TL
1995,2,2,2,390,8.627526511,9,FL
1995,2,2,2,369,7.807143764,8,TL
1995,2,2,2,441,11.33539662,11,FL
1995,2,2,2,480,14.93241721,15,TL
1995,2,2,2,392,8.680605566,9,SL
1995,2,2,2,398,8.972190651,9,SL
1995,2,2,2,419,9.961604738,10,FL
1995,2,2,2,459,12.65120287,13,SL
1995,2,2,2,460,12.75807002,13,TL
1995,2,2,2,455,12.36970301,12,FL
1995,2,2,2,438,11.11620003,11,SL
1995,2,2,2,476,14.35257037,14,TL
1995,2,2,2,385,8.393441739,8,TL
1995,2,2,2,403,9.182028326,9,FL
1995,2,2,2,429,10.52936125,11,FL
1995,2,2,2,400,9.046671349,9,TL
1995,2,2,2,377,8.092280312,8,FL
1995,2,2,2,464,13.1416923,13,TL
1995,2,2,2,419,10.00820298,10,TL
1995,2,2,2,394,8.7761056,9,TL
1995,2,2,2,416,9.815799833,10,TL
1995,2,2,2,475,14.24477,14,FL
1995,2,2,2,441,11.32308249,11,FL
1995,2,2,2,416,9.832794746,10,TL
1995,2,2,2,504,19.26114901,19,SL
1995,2,2,2,449,11.89302469,12,TL
1995,2,2,2,438,11.10603491,11,FL
1995,2,2,2,464,13.15100857,13,SL
1995,2,2,2,451,12.03973635,12,FL
1995,2,2,2,472,13.89713531,14,TL
1995,2,2,2,413,9.665898312,10,TL
1995,2,2,2,420,10.03251416,10,SL
1995,2,2,2,393,8.736594671,9,FL
1995,2,2,2,415,9.799429105,10,TL
1996,1,1,1,274,5.094923304,5,TL
1996,1,1,1,300,5.727504624,6,TL
1996,1,1,1,305,5.841938645,6,FL
1996,1,1,1,277,5.153126622,5,FL
1996,1,1,1,309,5.951184156,6,SL
1996,1,1,1,211,3.827979438,4,SL
1996,1,1,1,265,4.900041335,5,SL
1996,1,1,1,306,5.876148331,6,SL
1996,1,1,1,325,6.391605317,6,FL
1996,1,1,1,335,6.665127308,7,FL
1996,1,1,1,262,4.836421894,5,FL
1996,1,1,1,286,5.371693235,5,SL
1996,1,1,1,300,5.723992799,6,FL
1996,1,1,1,286,5.369945752,5,TL
1996,1,1,1,286,5.366050698,5,FL
1996,1,1,1,305,5.847590346,6,SL
1996,1,1,1,219,3.978309467,4,SL
1996,1,1,1,293,5.546945796,6,SL
1996,1,1,1,253,4.650450279,5,TL
1996,1,1,1,298,5.667977411,6,SL
1996,1,1,1,290,5.479937605,5,TL
1996,1,1,1,274,5.1048804,5,TL
1996,1,1,1,311,6.002984153,6,SL
1996,1,1,1,305,5.837157153,6,FL
1996,1,1,1,255,4.681311495,5,SL
1996,1,1,1,272,5.056904377,5,FL
1996,1,1,1,289,5.444146611,5,SL
1996,1,1,1,249,4.559114724,5,TL
1996,1,1,1,251,4.604105426,5,SL
1996,1,1,1,310,5.982011819,6,TL
1996,1,1,1,248,4.530798857,5,TL
1996,1,1,1,264,4.88377802,5,TL
1996,1,1,1,299,5.701244558,6,TL
1996,1,1,1,298,5.676552564,6,FL
1996,1,1,1,288,5.427239998,5,FL
1996,1,1,1,311,5.988897992,6,SL
1996,1,1,1,293,5.535536948,6,SL
1996,1,1,1,304,5.825369953,6,TL
1996,1,1,1,273,5.063480611,5,FL
1996,1,1,1,279,5.199909845,5,SL
1996,1,1,1,309,5.936392289,6,FL
1996,1,1,1,260,4.788416551,5,SL
1996,1,1,1,307,5.881849966,6,TL
1996,1,1,1,273,5.076064173,5,SL
1996,1,1,1,310,5.97024369,6,FL
1996,1,1,1,247,4.511885482,5,SL
1996,1,1,1,246,4.49627191,4,FL
1996,1,1,1,294,5.578192013,6,SL
1996,1,1,1,259,4.761000141,5,FL
1996,1,1,1,311,6.00871713,6,FL
1996,1,1,2,327,6.436840931,6,FL
1996,1,1,2,366,7.684423751,8,SL
1996,1,1,2,344,6.963436398,7,SL
1996,1,1,2,291,5.493377654,5,SL
1996,1,1,2,273,5.082289159,5,FL
1996,1,1,2,334,6.635376807,7,FL
1996,1,1,2,300,5.71785369,6,SL
1996,1,1,2,272,5.062207031,5,TL
1996,1,1,2,268,4.971394106,5,SL
1996,1,1,2,272,5.053852815,5,SL
1996,1,1,2,365,7.650375732,8,FL
1996,1,1,2,313,6.060236874,6,FL
1996,1,1,2,310,5.979811373,6,TL
1996,1,1,2,318,6.191903203,6,FL
1996,1,1,2,307,5.897332294,6,FL
1996,1,1,2,301,5.729053336,6,TL
1996,1,1,2,365,7.656002845,8,SL
1996,1,1,2,309,5.958772147,6,SL
1996,1,1,2,305,5.854454918,6,SL
1996,1,1,2,372,7.901709593,8,FL
1996,1,1,2,300,5.7069864,6,TL
1996,1,1,2,343,6.924109562,7,TL
1996,1,1,2,271,5.0377001,5,SL
1996,1,1,2,306,5.858715181,6,SL
1996,1,1,2,353,7.231851166,7,SL
1996,1,1,2,242,4.425037907,4,TL
1996,1,1,2,277,5.15658008,5,SL
1996,1,1,2,289,5.439128938,5,SL
1996,1,1,2,356,7.340104793,7,TL
1996,1,1,2,320,6.246069977,6,FL
1996,1,1,2,348,7.084045337,7,FL
1996,1,1,2,287,5.40916853,5,FL
1996,1,1,2,320,6.233345355,6,FL
1996,1,1,2,300,5.716610179,6,SL
1996,1,1,2,312,6.030449944,6,FL
1996,1,1,2,272,5.062027331,5,TL
1996,1,1,2,348,7.074882357,7,TL
1996,1,1,2,290,5.459188877,5,TL
1996,1,1,2,324,6.347115766,6,TL
1996,1,1,2,304,5.828767084,6,FL
1996,1,1,2,379,8.166248268,8,TL
1996,1,1,2,308,5.912166523,6,TL
1996,1,1,2,318,6.177419314,6,FL
1996,1,1,2,298,5.657494443,6,TL
1996,1,1,2,370,7.832086775,8,SL
1996,1,1,2,325,6.379213293,6,TL
1996,1,1,2,335,6.678583323,7,SL
1996,1,1,2,284,5.319629709,5,SL
1996,1,1,2,381,8.260358949,8,SL
1996,1,1,2,326,6.416065555,6,FL
1996,2,1,1,319,6.217373677,6,TL
1996,2,1,1,370,7.841101911,8,SL
1996,2,1,1,387,8.501086612,9,TL
1996,2,1,1,400,9.065416564,9,SL
1996,2,1,1,343,6.917431912,7,FL
1996,2,1,1,363,7.588625012,8,SL
1996,2,1,1,415,9.766354114,10,TL
1996,2,1,1,341,6.867536761,7,TL
1996,2,1,1,397,8.90135953,9,FL
1996,2,1,1,432,10.71671616,11,SL
1996,2,1,1,440,11.21791803,11,TL
1996,2,1,1,355,7.311037312,7,FL
1996,2,1,1,386,8.42584486,8,FL
1996,2,1,1,427,10.44552605,10,SL
1996,2,1,1,338,6.766137382,7,FL
1996,2,1,1,369,7.800122774,8,SL
1996,2,1,1,395,8.809521974,9,TL
1996,2,1,1,402,9.143025759,9,TL
1996,2,1,1,380,8.222297941,8,SL
1996,2,1,1,369,7.790666051,8,TL
1996,2,1,1,377,8.071640108,8,FL
1996,2,1,1,386,8.459247148,8,TL
1996,2,1,1,407,9.373093327,9,SL
1996,2,1,1,381,8.259742432,8,SL
1996,2,1,1,402,9.124290848,9,SL
1996,2,1,1,373,7.923016271,8,SL
1996,2,1,1,397,8.914154492,9,SL
1996,2,1,1,407,9.354479665,9,TL
1996,2,1,1,349,7.120643671,7,TL
1996,2,1,1,413,9.693802003,10,SL
1996,2,1,1,354,7.278248661,7,FL
1996,2,1,1,403,9.193172285,9,FL
1996,2,1,1,409,9.451077801,9,FL
1996,2,1,1,408,9.435629344,9,FL
1996,2,1,1,321,6.27331241,6,FL
1996,2,1,1,405,9.259536278,9,TL
1996,2,1,1,400,9.047522166,9,FL
1996,2,1,1,414,9.70535151,10,SL
1996,2,1,1,392,8.688618991,9,FL
1996,2,1,1,384,8.363777762,8,SL
1996,2,1,1,435,10.90371569,11,SL
1996,2,1,1,392,8.68829394,9,TL
1996,2,1,1,398,8.978598862,9,SL
1996,2,1,1,396,8.886143493,9,SL
1996,2,1,1,389,8.558882815,9,TL
1996,2,1,1,403,9.17997291,9,FL
1996,2,1,1,405,9.257269443,9,TL
1996,2,1,1,397,8.894534545,9,TL
1996,2,1,1,377,8.087146082,8,SL
1996,2,1,1,352,7.215241513,7,SL
1996,2,1,2,452,12.08668835,12,FL
1996,2,1,2,459,12.6587774,13,SL
1996,2,1,2,493,16.913662,17,FL
1996,2,1,2,420,10.01936096,10,FL
1996,2,1,2,431,10.66844843,11,TL
1996,2,1,2,437,11.03257278,11,FL
1996,2,1,2,444,11.53122075,12,FL
1996,2,1,2,425,10.32910705,10,FL
1996,2,1,2,483,15.2702222,15,FL
1996,2,1,2,403,9.172243238,9,SL
1996,2,1,2,376,8.050408029,8,FL
1996,2,1,2,445,11.61529751,12,SL
1996,2,1,2,442,11.37731687,11,TL
1996,2,1,2,442,11.34528176,11,SL
1996,2,1,2,408,9.432844445,9,SL
1996,2,1,2,436,10.96478302,11,TL
1996,2,1,2,472,13.90579581,14,SL
1996,2,1,2,398,8.961624119,9,TL
1996,2,1,2,450,11.91602039,12,TL
1996,2,1,2,402,9.127301787,9,TL
1996,2,1,2,464,13.12076451,13,TL
1996,2,1,2,403,9.198109002,9,SL
1996,2,1,2,425,10.31734698,10,TL
1996,2,1,2,455,12.33818192,12,SL
1996,2,1,2,417,9.893336606,10,SL
1996,2,1,2,438,11.07636946,11,SL
1996,2,1,2,392,8.677268544,9,TL
1996,2,1,2,398,8.96816397,9,FL
1996,2,1,2,395,8.830748941,9,SL
1996,2,1,2,420,10.03058102,10,FL
1996,2,1,2,423,10.22298377,10,FL
1996,2,1,2,417,9.8697743,10,FL
1996,2,1,2,446,11.66446294,12,TL
1996,2,1,2,392,8.685543141,9,FL
1996,2,1,2,447,11.71470025,12,FL
1996,2,1,2,389,8.57733057,9,SL
1996,2,1,2,376,8.067429371,8,TL
1996,2,1,2,435,10.93615937,11,FL
1996,2,1,2,398,8.939575388,9,TL
1996,2,1,2,455,12.35755818,12,TL
1996,2,1,2,426,10.39029936,10,FL
1996,2,1,2,460,12.79879097,13,SL
1996,2,1,2,451,12.00354982,12,TL
1996,2,1,2,442,11.40198932,11,SL
1996,2,1,2,468,13.5443441,14,TL
1996,2,1,2,372,7.914148705,8,TL
1996,2,1,2,496,17.40796468,17,TL
1996,2,1,2,408,9.413932515,9,FL
1996,2,1,2,426,10.3982913,10,FL
1996,2,1,2,393,8.754972984,9,TL
1996,1,2,1,277,5.16727858,5,FL
1996,1,2,1,271,5.024840851,5,SL
1996,1,2,1,266,4.924798472,5,FL
1996,1,2,1,269,4.988058462,5,TL
1996,1,2,1,318,6.183137394,6,SL
1996,1,2,1,231,4.194478926,4,SL
1996,1,2,1,271,5.018039663,5,SL
1996,1,2,1,257,4.718407293,5,FL
1996,1,2,1,272,5.040158838,5,TL
1996,1,2,1,293,5.544617223,6,FL
1996,1,2,1,285,5.3610516,5,FL
1996,1,2,1,313,6.05948388,6,FL
1996,1,2,1,282,5.284510959,5,TL
1996,1,2,1,302,5.761036732,6,TL
1996,1,2,1,299,5.687536122,6,SL
1996,1,2,1,217,3.94452514,4,FL
1996,1,2,1,217,3.929580677,4,FL
1996,1,2,1,251,4.602582968,5,FL
1996,1,2,1,266,4.915443504,5,FL
1996,1,2,1,317,6.156654941,6,TL
1996,1,2,1,240,4.375404271,4,TL
1996,1,2,1,269,4.977805884,5,TL
1996,1,2,1,309,5.946389227,6,SL
1996,1,2,1,265,4.887151561,5,FL
1996,1,2,1,272,5.05503089,5,FL
1996,1,2,1,226,4.09904356,4,FL
1996,1,2,1,219,3.983351883,4,FL
1996,1,2,1,280,5.228159387,5,TL
1996,1,2,1,284,5.326128304,5,SL
1996,1,2,1,275,5.124041073,5,SL
1996,1,2,1,249,4.556188887,5,FL
1996,1,2,1,277,5.171465826,5,SL
1996,1,2,1,249,4.563162336,5,FL
1996,1,2,1,354,7.262120943,7,SL
